3	16.263	16.263	0.0
4	25.04	25.04	0.0
5	17.853	17.899	0.046
6	24.092	24.092	0.0
7	24.845	24.845	0.0
8	32.137	32.137	0.0
9	36.334	36.334	0.0
10	31.111	31.111	0.0
11	34.326	34.326	0.0
12	45.458	45.559	0.101
13	51.697	51.881	0.184
14	48.671	48.748	0.077
15	45.115	45.305	0.19
16	50.18	50.249	0.069
17	53.737	53.863	0.126
18	53.889	53.968	0.079
19	45.188	45.395	0.207
20	48.935	49.066	0.131
